seq,event_time,from,to,amount_minor
3155,2026-08-11T16:13:00Z,c084,m015,8366
3156,2026-08-11T16:13:00Z,c140,m037,5843
3157,2026-08-11T16:18:00Z,c153,m013,15526
3158,2026-08-11T16:26:00Z,c070,m017,11811
3159,2026-08-11T16:26:00Z,c074,c038,7646
3160,2026-08-11T16:28:00Z,c097,m010,1794
3161,2026-08-11T16:33:00Z,c175,m028,994
3162,2026-08-11T16:34:00Z,c118,m016,457
3163,2026-08-11T16:45:00Z,c017,m001,36889
3164,2026-08-11T16:46:00Z,c013,c090,20619
3165,2026-08-11T16:51:00Z,c148,m034,400000
3166,2026-08-11T16:56:00Z,c035,m029,949
3167,2026-08-11T17:01:00Z,c013,m026,91361
3168,2026-08-11T17:02:00Z,c072,m027,3126
3169,2026-08-11T17:03:00Z,c175,m036,997
3170,2026-08-11T17:04:00Z,c096,m006,19506
3171,2026-08-11T17:05:00Z,c046,m004,5667
3172,2026-08-11T17:07:00Z,c145,c149,1729
3173,2026-08-11T17:12:00Z,c007,c177,11237
3174,2026-08-11T17:13:00Z,c012,m007,2096
3175,2026-08-11T17:14:00Z,c179,m007,977
3176,2026-08-11T17:15:00Z,c104,m037,240000
3177,2026-08-11T17:18:00Z,c168,c112,19455
3178,2026-08-11T17:19:00Z,c020,m008,6626
3179,2026-08-11T17:25:00Z,c068,m019,27265
3180,2026-08-11T17:29:00Z,c136,m024,10411
3181,2026-08-11T17:32:00Z,c091,m024,10309
3182,2026-08-11T17:34:00Z,c148,c046,24924
3183,2026-08-11T17:34:00Z,c176,c053,3056
3184,2026-08-11T17:35:00Z,c091,m024,7700
3185,2026-08-11T17:36:00Z,c168,c091,32865
3186,2026-08-11T17:37:00Z,c097,m024,1193
3187,2026-08-11T17:38:00Z,c013,c078,49488
3188,2026-08-11T17:38:00Z,c047,c065,6249
3189,2026-08-11T17:38:00Z,c162,m001,19243
3190,2026-08-11T17:39:00Z,c175,m000,1374
3191,2026-08-11T17:42:00Z,c068,m019,13875
3192,2026-08-11T17:44:00Z,c091,m024,7666
3193,2026-08-11T17:45:00Z,c020,m033,9555
3194,2026-08-11T17:46:00Z,c013,m012,16419
3195,2026-08-11T17:49:00Z,c003,m016,1514
3196,2026-08-11T17:53:00Z,c068,c102,9274
3197,2026-08-11T17:54:00Z,c145,m031,9216
3198,2026-08-11T17:57:00Z,c096,m004,14421
3199,2026-08-11T17:57:00Z,c149,c010,1747
3200,2026-08-11T17:58:00Z,c155,m027,2314
3201,2026-08-11T18:00:00Z,c156,m023,13977
3202,2026-08-11T18:01:00Z,c046,m004,7300
3203,2026-08-11T18:06:00Z,c029,m037,1977
3204,2026-08-11T18:10:00Z,c044,m032,3375
3205,2026-08-11T18:14:00Z,c056,m010,5184
3206,2026-08-11T18:14:00Z,c152,m036,30975
3207,2026-08-11T18:14:00Z,c178,m009,6186
3208,2026-08-11T18:16:00Z,c012,c153,969
3209,2026-08-11T18:16:00Z,c036,m026,8841
3210,2026-08-11T18:18:00Z,c075,m037,14380
3211,2026-08-11T18:19:00Z,c178,m026,6490
3212,2026-08-11T18:21:00Z,c173,m020,9238
3213,2026-08-11T18:24:00Z,c173,m008,3496
3214,2026-08-11T18:24:00Z,c178,m009,6251
3215,2026-08-11T18:26:00Z,c062,m024,12517
3216,2026-08-11T18:27:00Z,c084,m004,17841
3217,2026-08-11T18:28:00Z,c116,m002,2438
3218,2026-08-11T18:29:00Z,c056,m010,11951
3219,2026-08-11T18:31:00Z,c172,m014,4075
3220,2026-08-11T18:33:00Z,c173,m012,6049
3221,2026-08-11T18:33:00Z,c173,m020,4500
3222,2026-08-11T18:34:00Z,c067,m015,1590
3223,2026-08-11T18:44:00Z,c068,m038,17356
3224,2026-08-11T18:44:00Z,c084,c025,16495
3225,2026-08-11T18:48:00Z,c003,c058,2462
3226,2026-08-11T19:01:00Z,c013,m007,25276
3227,2026-08-11T19:01:00Z,c044,c015,2747
3228,2026-08-11T19:02:00Z,c077,c048,15722
3229,2026-08-11T19:05:00Z,c067,m008,1614
3230,2026-08-11T19:09:00Z,c160,m026,9940
3231,2026-08-11T19:10:00Z,c010,c047,2643
3232,2026-08-11T19:10:00Z,c167,m039,26774
3233,2026-08-11T19:11:00Z,c147,c125,32665
3234,2026-08-11T19:12:00Z,c007,m010,18177
3235,2026-08-11T19:13:00Z,c018,m026,20085
3236,2026-08-11T19:13:00Z,c167,c133,10117
3237,2026-08-11T19:16:00Z,c167,m026,11166
3238,2026-08-11T19:17:00Z,c010,m003,2015
3239,2026-08-11T19:19:00Z,c072,m018,2898
3240,2026-08-11T19:20:00Z,c011,m026,1126
3241,2026-08-11T19:21:00Z,c086,m005,7429
3242,2026-08-11T19:22:00Z,c125,m034,5822
3243,2026-08-11T19:23:00Z,c142,m014,17125
3244,2026-08-11T19:25:00Z,c068,c102,7819
3245,2026-08-11T19:35:00Z,c129,m037,5052
3246,2026-08-11T19:35:00Z,c154,c069,2824
3247,2026-08-11T19:39:00Z,c154,c069,3978
3248,2026-08-11T19:41:00Z,c154,c009,4684
3249,2026-08-11T19:42:00Z,c011,c177,909
3250,2026-08-11T19:42:00Z,c145,c149,1679
3251,2026-08-11T19:43:00Z,c007,m002,18634
3252,2026-08-11T19:46:00Z,c018,m026,400000
3253,2026-08-11T19:49:00Z,c096,m006,22444
3254,2026-08-11T19:50:00Z,c064,m015,4697
3255,2026-08-11T19:50:00Z,c154,m028,3048
3256,2026-08-11T19:51:00Z,c154,m016,6141
3257,2026-08-11T19:52:00Z,c148,c098,13690
3258,2026-08-11T19:53:00Z,c122,m028,8577
3259,2026-08-11T19:54:00Z,c088,c173,16077
3260,2026-08-11T20:00:00Z,c154,c065,5135
3261,2026-08-11T20:09:00Z,c148,m035,37274
3262,2026-08-11T20:17:00Z,c118,m015,1525
3263,2026-08-11T20:24:00Z,c112,m017,7672
3264,2026-08-11T20:29:00Z,c112,m028,5705
3265,2026-08-11T20:30:00Z,c152,c043,6121
3266,2026-08-11T20:34:00Z,c112,m032,4617
3267,2026-08-11T20:36:00Z,c148,m021,37922
3268,2026-08-11T20:39:00Z,c128,m019,1516
3269,2026-08-11T20:41:00Z,c003,m016,1197
3270,2026-08-11T20:41:00Z,c049,c040,1106
3271,2026-08-11T20:44:00Z,c018,m026,22412
3272,2026-08-11T20:46:00Z,c132,m009,15032
3273,2026-08-11T21:06:00Z,c132,c146,32390
3274,2026-08-11T21:07:00Z,c175,c059,757
3275,2026-08-11T21:17:00Z,c051,c101,6270
3276,2026-08-11T21:18:00Z,c062,m004,9834
3277,2026-08-11T21:23:00Z,c096,m006,19254
3278,2026-08-11T21:35:00Z,c018,m024,8838
3279,2026-08-11T22:39:00Z,c128,m021,1148
3280,2026-08-11T22:41:00Z,c152,m020,12985
3281,2026-08-11T22:54:00Z,c160,m026,240000
3282,2026-08-11T23:17:00Z,c087,m031,8584
3283,2026-08-12T00:11:00Z,c049,m027,1379
3284,2026-08-12T00:53:00Z,c055,m036,4241
3285,2026-08-12T02:53:00Z,c063,m031,4942
3286,2026-08-12T03:05:00Z,c063,m029,1604
3287,2026-08-12T03:40:00Z,c031,c103,60000
3288,2026-08-12T05:08:00Z,c057,c059,1648
3289,2026-08-12T05:47:00Z,c095,m035,2467
3290,2026-08-12T06:30:00Z,c031,m026,2685
3291,2026-08-12T06:43:00Z,c098,m021,10724
3292,2026-08-12T06:57:00Z,c035,c005,1995
3293,2026-08-12T07:06:00Z,c093,m014,1155
3294,2026-08-12T07:08:00Z,c093,m027,1058
3295,2026-08-12T07:14:00Z,c093,m013,2122
3296,2026-08-12T07:23:00Z,c121,m007,11894
3297,2026-08-12T07:28:00Z,c166,m004,1216
3298,2026-08-12T07:29:00Z,c076,c167,29349
3299,2026-08-12T07:30:00Z,c166,m039,1391
3300,2026-08-12T07:34:00Z,c166,m009,4091
3301,2026-08-12T07:47:00Z,c078,c054,1765
3302,2026-08-12T07:48:00Z,c040,m019,21375
3303,2026-08-12T07:52:00Z,c120,m028,20630
3304,2026-08-12T07:58:00Z,c139,m033,11798
3305,2026-08-12T08:05:00Z,c126,m009,8019
3306,2026-08-12T08:15:00Z,c157,c116,19442
3307,2026-08-12T08:27:00Z,c078,c171,2359
3308,2026-08-12T08:27:00Z,c162,m022,20620
3309,2026-08-12T08:36:00Z,c001,m016,11120
3310,2026-08-12T08:41:00Z,c171,m003,4471
3311,2026-08-12T08:42:00Z,c001,m033,8946
3312,2026-08-12T08:42:00Z,c001,m033,10458
3313,2026-08-12T08:50:00Z,c021,m018,11684
3314,2026-08-12T09:04:00Z,c043,c105,14664
3315,2026-08-12T09:09:00Z,c021,m015,20641
3316,2026-08-12T09:10:00Z,c114,m034,19487
3317,2026-08-12T09:13:00Z,c008,c063,5198
3318,2026-08-12T09:16:00Z,c008,m005,3269
3319,2026-08-12T09:19:00Z,c008,m028,8451
3320,2026-08-12T09:21:00Z,c008,c147,6800
3321,2026-08-12T09:22:00Z,c151,m005,2058
3322,2026-08-12T09:32:00Z,c153,m015,41892
3323,2026-08-12T09:34:00Z,c037,m006,10455
3324,2026-08-12T09:39:00Z,c101,c129,11440
3325,2026-08-12T09:48:00Z,c115,m005,11071
3326,2026-08-12T09:51:00Z,c109,m028,1943
3327,2026-08-12T09:58:00Z,c098,m020,4464
3328,2026-08-12T09:59:00Z,c042,c128,24810
3329,2026-08-12T09:59:00Z,c053,m031,11051
3330,2026-08-12T10:01:00Z,c078,c054,3016
3331,2026-08-12T10:02:00Z,c038,m002,1698
3332,2026-08-12T10:05:00Z,c070,c064,9801
3333,2026-08-12T10:07:00Z,c053,m025,400000
3334,2026-08-12T10:08:00Z,c177,c109,2601
3335,2026-08-12T10:09:00Z,c162,c003,8896
3336,2026-08-12T10:13:00Z,c016,m006,6715
3337,2026-08-12T10:14:00Z,c103,m029,1483
3338,2026-08-12T10:14:00Z,c135,c077,17432
3339,2026-08-12T10:17:00Z,c035,m029,2187
3340,2026-08-12T10:18:00Z,c016,c177,10192
3341,2026-08-12T10:18:00Z,c103,c176,2960
3342,2026-08-12T10:20:00Z,c103,m029,1890
3343,2026-08-12T10:24:00Z,c127,m005,4301
3344,2026-08-12T10:27:00Z,c005,c011,9776
3345,2026-08-12T10:28:00Z,c000,c018,12520
3346,2026-08-12T10:28:00Z,c101,c175,7900
3347,2026-08-12T10:30:00Z,c037,c003,21913
3348,2026-08-12T10:31:00Z,c115,m020,20995
3349,2026-08-12T10:35:00Z,c065,m022,25979
3350,2026-08-12T10:38:00Z,c043,m014,12057
3351,2026-08-12T10:39:00Z,c169,c027,19984
3352,2026-08-12T10:41:00Z,c045,m039,3535
3353,2026-08-12T10:41:00Z,c065,m001,31257
3354,2026-08-12T10:41:00Z,c169,m029,24191
3355,2026-08-12T10:42:00Z,c021,c014,22576
3356,2026-08-12T10:43:00Z,c120,m026,11030
3357,2026-08-12T10:45:00Z,c065,m001,14279
3358,2026-08-12T10:45:00Z,c169,m029,25318
3359,2026-08-12T10:47:00Z,c169,m029,20460
3360,2026-08-12T10:49:00Z,c099,m011,952
3361,2026-08-12T10:51:00Z,c169,m009,15066
3362,2026-08-12T10:53:00Z,c107,m025,1135
3363,2026-08-12T10:54:00Z,c022,c000,1111
3364,2026-08-12T10:55:00Z,c000,c039,17589
3365,2026-08-12T10:55:00Z,c119,c128,1015
3366,2026-08-12T10:56:00Z,c090,m038,24515
3367,2026-08-12T10:57:00Z,c002,m038,13165
3368,2026-08-12T10:57:00Z,c150,m032,27826
3369,2026-08-12T11:00:00Z,c133,c121,971
3370,2026-08-12T11:05:00Z,c016,m026,3388
3371,2026-08-12T11:05:00Z,c050,c005,7101
3372,2026-08-12T11:09:00Z,c027,m016,901
3373,2026-08-12T11:18:00Z,c009,c011,2315
3374,2026-08-12T11:19:00Z,c170,m011,3071
3375,2026-08-12T11:21:00Z,c143,m027,1359
3376,2026-08-12T11:23:00Z,c009,m024,4259
3377,2026-08-12T11:23:00Z,c052,m002,3273
3378,2026-08-12T11:24:00Z,c009,m020,3415
3379,2026-08-12T11:27:00Z,c162,m009,13422
3380,2026-08-12T11:31:00Z,c037,m003,8877
3381,2026-08-12T11:31:00Z,c109,m037,1564
3382,2026-08-12T11:33:00Z,c107,m032,1389
3383,2026-08-12T11:36:00Z,c059,m032,11746
3384,2026-08-12T11:37:00Z,c041,c004,4855
3385,2026-08-12T11:39:00Z,c162,m010,6979
3386,2026-08-12T11:42:00Z,c032,m029,2025
3387,2026-08-12T11:46:00Z,c042,m001,13270
3388,2026-08-12T11:51:00Z,c150,m032,9497
3389,2026-08-12T11:52:00Z,c109,m026,2911
3390,2026-08-12T11:53:00Z,c120,c078,8439
3391,2026-08-12T11:56:00Z,c045,m003,2373
3392,2026-08-12T12:03:00Z,c092,m022,1684
3393,2026-08-12T12:08:00Z,c002,c048,2479
3394,2026-08-12T12:08:00Z,c153,m013,12104
3395,2026-08-12T12:11:00Z,c122,c144,6872
3396,2026-08-12T12:14:00Z,c110,m028,23323
3397,2026-08-12T12:19:00Z,c114,m038,7098
3398,2026-08-12T12:26:00Z,c146,m009,11240
3399,2026-08-12T12:29:00Z,c131,m030,20226
3400,2026-08-12T12:30:00Z,c058,m001,7916
3401,2026-08-12T12:32:00Z,c139,m028,34907
3402,2026-08-12T12:34:00Z,c035,m029,1179
3403,2026-08-12T12:34:00Z,c109,m026,6309
3404,2026-08-12T12:36:00Z,c051,m032,7717
3405,2026-08-12T12:39:00Z,c131,m011,6927
3406,2026-08-12T12:41:00Z,c021,m002,18017
3407,2026-08-12T12:42:00Z,c021,m018,12290
3408,2026-08-12T12:47:00Z,c092,m003,977
3409,2026-08-12T12:51:00Z,c105,m026,3159
3410,2026-08-12T12:56:00Z,c047,m003,7132
3411,2026-08-12T13:01:00Z,c094,m032,15233
3412,2026-08-12T13:02:00Z,c099,m023,1429
3413,2026-08-12T13:02:00Z,c116,m025,2687
3414,2026-08-12T13:10:00Z,c074,m036,1807
3415,2026-08-12T13:12:00Z,c013,c090,26325
3416,2026-08-12T13:13:00Z,c119,m020,1026
3417,2026-08-12T13:14:00Z,c029,m005,5185
3418,2026-08-12T13:19:00Z,c127,m037,10554
3419,2026-08-12T13:20:00Z,c022,m031,913
3420,2026-08-12T13:20:00Z,c085,m009,603
3421,2026-08-12T13:21:00Z,c156,m022,21944
3422,2026-08-12T13:24:00Z,c005,c018,4599
3423,2026-08-12T13:35:00Z,c170,c124,1173
3424,2026-08-12T13:36:00Z,c101,m018,7058
3425,2026-08-12T13:38:00Z,c059,m019,5162
3426,2026-08-12T13:39:00Z,c158,m033,1072
3427,2026-08-12T13:44:00Z,c066,m009,14121
3428,2026-08-12T13:45:00Z,c158,c179,1512
3429,2026-08-12T13:46:00Z,c066,c173,6206
3430,2026-08-12T13:48:00Z,c059,c057,10806
3431,2026-08-12T13:49:00Z,c158,m023,2640
3432,2026-08-12T13:50:00Z,c111,m006,19072
3433,2026-08-12T13:51:00Z,c110,m037,240000
3434,2026-08-12T13:51:00Z,c175,m014,1224
3435,2026-08-12T13:52:00Z,c066,m004,5299
3436,2026-08-12T13:53:00Z,c113,m010,1178
3437,2026-08-12T13:56:00Z,c119,m013,708
3438,2026-08-12T13:58:00Z,c051,m004,6137
3439,2026-08-12T13:59:00Z,c136,m003,20281
3440,2026-08-12T14:01:00Z,c089,m039,5679
3441,2026-08-12T14:02:00Z,c133,m029,1190
3442,2026-08-12T14:05:00Z,c030,c038,2264
3443,2026-08-12T14:06:00Z,c022,c066,2175
3444,2026-08-12T14:06:00Z,c149,m016,4409
3445,2026-08-12T14:08:00Z,c024,m010,2563
3446,2026-08-12T14:09:00Z,c134,m018,18950
3447,2026-08-12T14:11:00Z,c033,m003,881
3448,2026-08-12T14:12:00Z,c146,m023,8924
3449,2026-08-12T14:14:00Z,c089,m014,9694
3450,2026-08-12T14:15:00Z,c079,m018,7442
3451,2026-08-12T14:16:00Z,c028,m005,2456
3452,2026-08-12T14:16:00Z,c079,m008,6797
3453,2026-08-12T14:19:00Z,c017,m029,12654
3454,2026-08-12T14:24:00Z,c080,c151,1828
3455,2026-08-12T14:28:00Z,c034,m038,13938
3456,2026-08-12T14:36:00Z,c046,c073,3447
3457,2026-08-12T14:38:00Z,c165,m024,2340
3458,2026-08-12T14:39:00Z,c146,m009,7763
3459,2026-08-12T14:47:00Z,c105,m026,638
3460,2026-08-12T14:47:00Z,c176,m022,3543
3461,2026-08-12T14:48:00Z,c062,c047,11824
3462,2026-08-12T14:58:00Z,c022,m009,803
3463,2026-08-12T15:00:00Z,c062,m014,19868
3464,2026-08-12T15:02:00Z,c058,m001,3871
3465,2026-08-12T15:03:00Z,c029,m019,4122
3466,2026-08-12T15:05:00Z,c159,m013,1172
3467,2026-08-12T15:06:00Z,c070,m024,10770
3468,2026-08-12T15:07:00Z,c086,c020,5754
3469,2026-08-12T15:09:00Z,c159,m031,1815
3470,2026-08-12T15:10:00Z,c159,m035,732
3471,2026-08-12T15:11:00Z,c096,c161,12295
3472,2026-08-12T15:13:00Z,c155,m039,1216
3473,2026-08-12T15:15:00Z,c067,m032,1032
3474,2026-08-12T15:19:00Z,c067,m006,3178
3475,2026-08-12T15:20:00Z,c067,m005,1715
3476,2026-08-12T15:20:00Z,c096,m013,17185
3477,2026-08-12T15:34:00Z,c113,m004,653
3478,2026-08-12T15:42:00Z,c089,m012,16484
3479,2026-08-12T15:52:00Z,c084,m004,14990
3480,2026-08-12T15:55:00Z,c022,m009,1290
3481,2026-08-12T15:56:00Z,c033,m006,2498
3482,2026-08-12T15:56:00Z,c071,m030,2714
3483,2026-08-12T16:01:00Z,c012,c171,2462
3484,2026-08-12T16:02:00Z,c119,m013,3149
3485,2026-08-12T16:04:00Z,c136,c120,23547
3486,2026-08-12T16:10:00Z,c174,m005,1841
3487,2026-08-12T16:11:00Z,c145,m005,4139
3488,2026-08-12T16:14:00Z,c134,m003,11894
3489,2026-08-12T16:17:00Z,c062,c047,19649
3490,2026-08-12T16:18:00Z,c023,m038,1071
3491,2026-08-12T16:26:00Z,c054,c114,3555
3492,2026-08-12T16:30:00Z,c044,m019,4050
3493,2026-08-12T16:33:00Z,c091,m021,8870
3494,2026-08-12T16:34:00Z,c044,c143,3174
3495,2026-08-12T16:37:00Z,c029,c175,3043
3496,2026-08-12T16:39:00Z,c094,c128,32232
3497,2026-08-12T16:49:00Z,c069,m006,809
3498,2026-08-12T16:50:00Z,c141,c043,1233
3499,2026-08-12T16:52:00Z,c142,m015,12033
3500,2026-08-12T16:53:00Z,c041,m000,2827
3501,2026-08-12T16:53:00Z,c156,m023,23570
3502,2026-08-12T16:54:00Z,c028,c007,4246
3503,2026-08-12T16:56:00Z,c130,c095,18184
3504,2026-08-12T16:57:00Z,c049,m015,1752
3505,2026-08-12T17:03:00Z,c051,m032,5287
3506,2026-08-12T17:03:00Z,c073,c154,19195
3507,2026-08-12T17:04:00Z,c091,c069,4951
3508,2026-08-12T17:06:00Z,c056,c064,16339
3509,2026-08-12T17:06:00Z,c102,c151,2297
3510,2026-08-12T17:12:00Z,c047,m003,3967
3511,2026-08-12T17:12:00Z,c116,m036,4124
3512,2026-08-12T17:18:00Z,c036,m012,21774
3513,2026-08-12T17:18:00Z,c054,m010,4134
3514,2026-08-12T17:25:00Z,c134,m006,26603
3515,2026-08-12T17:28:00Z,c055,c152,4108
3516,2026-08-12T17:30:00Z,c106,m036,6116
3517,2026-08-12T17:32:00Z,c106,m011,12961
3518,2026-08-12T17:34:00Z,c106,m012,10842
3519,2026-08-12T17:40:00Z,c044,m028,2435
3520,2026-08-12T17:44:00Z,c003,m026,1419
3521,2026-08-12T17:52:00Z,c097,m020,2332
3522,2026-08-12T18:03:00Z,c142,m006,14918
3523,2026-08-12T18:05:00Z,c024,m010,1730
3524,2026-08-12T18:07:00Z,c003,c166,965
3525,2026-08-12T18:08:00Z,c161,m031,2931
3526,2026-08-12T18:09:00Z,c049,m030,893
3527,2026-08-12T18:13:00Z,c054,m010,2783
3528,2026-08-12T18:13:00Z,c142,c075,13446
3529,2026-08-12T18:14:00Z,c161,c092,4581
3530,2026-08-12T18:14:00Z,c161,m001,5036
3531,2026-08-12T18:17:00Z,c140,m037,4450
3532,2026-08-12T18:19:00Z,c017,c024,11351
3533,2026-08-12T18:21:00Z,c125,m003,3692
3534,2026-08-12T18:23:00Z,c161,m015,13675
3535,2026-08-12T18:27:00Z,c073,m029,11680
3536,2026-08-12T18:30:00Z,c125,m001,120000
3537,2026-08-12T18:46:00Z,c073,m010,15160
3538,2026-08-12T19:01:00Z,c036,m012,14534
3539,2026-08-12T19:07:00Z,c129,m037,16508
3540,2026-08-12T19:16:00Z,c073,c158,11386
3541,2026-08-12T19:21:00Z,c064,m003,4919
3542,2026-08-12T19:22:00Z,c044,m032,3101
3543,2026-08-12T19:36:00Z,c152,m032,15693
3544,2026-08-12T19:49:00Z,c036,c077,15061
3545,2026-08-12T19:49:00Z,c073,m018,22838
3546,2026-08-12T19:57:00Z,c012,c171,635
3547,2026-08-12T19:59:00Z,c155,c056,980
3548,2026-08-12T20:02:00Z,c084,m004,6503
3549,2026-08-12T20:06:00Z,c128,m014,2206
3550,2026-08-12T20:12:00Z,c062,m004,21080
3551,2026-08-12T20:12:00Z,c082,c039,18681
3552,2026-08-12T20:13:00Z,c128,m000,2202
3553,2026-08-12T20:27:00Z,c082,m026,48404
3554,2026-08-12T20:36:00Z,c178,m035,7935
3555,2026-08-12T20:40:00Z,c084,c067,8770
3556,2026-08-12T20:46:00Z,c072,c071,4672
3557,2026-08-12T21:08:00Z,c068,c102,21224
3558,2026-08-12T21:08:00Z,c178,m039,120000
3559,2026-08-12T21:10:00Z,c011,m033,1666
3560,2026-08-12T21:12:00Z,c007,m002,25468
3561,2026-08-12T21:18:00Z,c173,c027,7081
3562,2026-08-12T21:20:00Z,c068,m019,16824
3563,2026-08-12T21:24:00Z,c125,m029,3604
3564,2026-08-12T21:24:00Z,c173,m008,4623
3565,2026-08-12T21:24:00Z,c173,m014,8626
3566,2026-08-12T21:36:00Z,c173,m020,8702
3567,2026-08-12T21:41:00Z,c125,m029,5737
3568,2026-08-12T21:54:00Z,c054,m010,3644
3569,2026-08-12T21:54:00Z,c118,c106,3848
3570,2026-08-12T21:56:00Z,c118,m015,1070
3571,2026-08-12T21:58:00Z,c118,c086,2816
3572,2026-08-12T21:59:00Z,c160,m011,240000
3573,2026-08-12T22:02:00Z,c118,m025,1119
3574,2026-08-12T22:06:00Z,c118,m027,1411
3575,2026-08-12T22:11:00Z,c132,c146,23757
3576,2026-08-12T22:12:00Z,c118,m036,896
3577,2026-08-12T22:19:00Z,c118,m029,1193
3578,2026-08-12T22:32:00Z,c125,c063,3468
3579,2026-08-12T22:47:00Z,c072,c097,9894
3580,2026-08-12T22:51:00Z,c082,m009,23690
3581,2026-08-12T23:06:00Z,c172,m027,1696
3582,2026-08-12T23:34:00Z,c152,m017,20099
3583,2026-08-12T23:51:00Z,c167,m039,4819
3584,2026-08-13T00:11:00Z,c011,m025,2257
3585,2026-08-13T04:40:00Z,c138,m022,11220
3586,2026-08-13T04:47:00Z,c063,m029,1610
3587,2026-08-13T05:17:00Z,c095,c022,1923
3588,2026-08-13T05:50:00Z,c095,m025,2655
3589,2026-08-13T05:53:00Z,c076,m009,64392
3590,2026-08-13T05:58:00Z,c100,m031,3782
3591,2026-08-13T06:02:00Z,c043,m022,240000
3592,2026-08-13T06:02:00Z,c063,m029,1704
3593,2026-08-13T06:06:00Z,c027,m016,3564
3594,2026-08-13T06:27:00Z,c095,c022,1811
3595,2026-08-13T06:28:00Z,c027,m016,2497
3596,2026-08-13T06:53:00Z,c045,c018,2028
3597,2026-08-13T06:58:00Z,c060,m022,14447
3598,2026-08-13T07:08:00Z,c143,m016,1377
3599,2026-08-13T07:10:00Z,c078,c054,60000
3600,2026-08-13T07:27:00Z,c043,m018,6529
3601,2026-08-13T07:27:00Z,c138,m037,7089
3602,2026-08-13T07:33:00Z,c031,m022,2389
3603,2026-08-13T07:42:00Z,c005,m027,7673
3604,2026-08-13T07:44:00Z,c005,m029,6481
3605,2026-08-13T07:47:00Z,c099,m027,1551
3606,2026-08-13T07:48:00Z,c005,m011,6976
3607,2026-08-13T07:50:00Z,c169,c027,31269
3608,2026-08-13T07:52:00Z,c005,c018,7594
3609,2026-08-13T07:52:00Z,c166,m015,1484
3610,2026-08-13T07:56:00Z,c166,m004,604
3611,2026-08-13T07:58:00Z,c050,c063,4050
3612,2026-08-13T08:04:00Z,c166,m033,2342
3613,2026-08-13T08:07:00Z,c095,m030,4319
3614,2026-08-13T08:08:00Z,c166,c004,579
3615,2026-08-13T08:08:00Z,c171,m028,15684
3616,2026-08-13T08:10:00Z,c166,m001,1735
3617,2026-08-13T08:12:00Z,c109,c177,2442
3618,2026-08-13T08:16:00Z,c040,c171,13404
3619,2026-08-13T08:19:00Z,c177,m011,2257
3620,2026-08-13T08:27:00Z,c063,m031,5199
3621,2026-08-13T08:27:00Z,c163,m004,1469
3622,2026-08-13T08:34:00Z,c063,m030,2577
3623,2026-08-13T08:34:00Z,c101,m030,9594
3624,2026-08-13T08:39:00Z,c133,m024,1201
3625,2026-08-13T08:48:00Z,c050,c005,7759
3626,2026-08-13T08:50:00Z,c008,m018,12251
3627,2026-08-13T08:52:00Z,c063,m031,2723
3628,2026-08-13T08:56:00Z,c133,m023,868
3629,2026-08-13T08:58:00Z,c078,m011,1912
3630,2026-08-13T09:07:00Z,c121,m007,17199
3631,2026-08-13T09:20:00Z,c030,m037,1499
3632,2026-08-13T09:25:00Z,c098,m033,2395
3633,2026-08-13T09:28:00Z,c098,m032,7842
3634,2026-08-13T09:30:00Z,c103,m029,1670
3635,2026-08-13T09:33:00Z,c098,c172,7250
3636,2026-08-13T09:34:00Z,c103,m025,933
3637,2026-08-13T09:36:00Z,c103,m026,1698
3638,2026-08-13T09:37:00Z,c139,c071,22781
3639,2026-08-13T09:44:00Z,c022,m031,1164
3640,2026-08-13T09:46:00Z,c065,m034,22353
3641,2026-08-13T09:46:00Z,c066,m023,5077
3642,2026-08-13T09:52:00Z,c169,c086,18856
3643,2026-08-13T09:53:00Z,c034,m034,7704
3644,2026-08-13T09:54:00Z,c006,c026,7082
3645,2026-08-13T09:54:00Z,c034,m034,11255
3646,2026-08-13T10:00:00Z,c115,m037,24910
3647,2026-08-13T10:10:00Z,c050,c089,4149
3648,2026-08-13T10:15:00Z,c060,m022,4517
3649,2026-08-13T10:20:00Z,c143,m017,3402
3650,2026-08-13T10:21:00Z,c070,m029,8595
3651,2026-08-13T10:24:00Z,c063,m029,9391
3652,2026-08-13T10:28:00Z,c151,c038,2653
3653,2026-08-13T10:32:00Z,c032,m002,1318
3654,2026-08-13T10:32:00Z,c170,m011,875
3655,2026-08-13T10:33:00Z,c043,m032,9237
3656,2026-08-13T10:34:00Z,c163,m037,60000
3657,2026-08-13T10:38:00Z,c095,m031,5535
3658,2026-08-13T10:39:00Z,c066,c173,13660
3659,2026-08-13T10:39:00Z,c158,m010,2064
3660,2026-08-13T10:41:00Z,c016,m037,9700
3661,2026-08-13T10:42:00Z,c169,m012,17772
3662,2026-08-13T10:43:00Z,c143,m027,2803
3663,2026-08-13T10:45:00Z,c031,c103,1650
3664,2026-08-13T10:45:00Z,c045,m039,2228
3665,2026-08-13T10:50:00Z,c139,m006,31246
3666,2026-08-13T10:53:00Z,c022,m021,1072
3667,2026-08-13T10:54:00Z,c029,m019,3768
3668,2026-08-13T11:00:00Z,c170,m011,1472
3669,2026-08-13T11:02:00Z,c114,c007,11096
3670,2026-08-13T11:06:00Z,c093,m007,2539
3671,2026-08-13T11:10:00Z,c093,m037,3762
3672,2026-08-13T11:12:00Z,c041,m017,1251
3673,2026-08-13T11:12:00Z,c093,m007,909
